customerID,tenure,MonthlyCharges,TotalCharges,Churn
1200-TUZHR,8,85.20,695.75,No
7634-WSWDB,8,38.50,330.80,No
4608-LCIMN,8,44.65,369.15,No
3345-PBBFH,8,49.55,393.45,No
5345-BMKWB,8,20.25,158.35,No
1567-DSCIC,8,94.00,773.65,Yes
7130-VTEWQ,8,75.75,606.25,Yes
1850-AKQEP,8,20.35,178.70,No
1045-LTCYT,8,21.05,139.75,No
7797-EJMDP,8,66.05,574.50,No
8808-ELEHO,8,81.25,585.95,Yes
9415-TPKRV,8,55.75,446.80,No
0325-XBFAC,8,94.70,740.30,Yes
4480-QQRHC,8,74.05,600.15,No
8455-HIRAQ,8,44.45,369.30,No
3389-YGYAI,8,105.50,829.55,Yes
5233-GEEAX,8,29.40,221.90,Yes
3217-FZDMN,8,94.45,742.95,Yes
0277-BKSQP,8,54.40,475.10,No
8541-QVFKM,8,73.50,632.20,No
4625-EWPTF,8,30.45,226.45,Yes
4801-KFYKL,8,19.45,159.20,No
8382-SHQEH,8,84.90,764.95,Yes
7845-URHJN,8,20.15,156.25,Yes
6854-EXGSF,8,65.50,573.15,No
0302-JOIVN,8,101.15,842.90,Yes
3235-ETOOB,8,74.50,609.90,Yes
8837-VVWLQ,8,84.95,668.40,Yes
5229-PRWKT,8,86.55,649.65,Yes
5383-MMTWC,8,84.00,613.40,Yes
4884-ZTHVF,8,87.10,713.60,No
4226-KKDON,8,66.65,520.95,No
7337-CINUD,8,19.50,159.35,No
0224-NIJLP,8,20.15,165.50,No
2717-HVIZY,8,20.05,163.60,No
2680-XKKNJ,8,58.20,469.25,No
4544-RXFMG,8,43.45,345.50,No
5647-URDKA,8,19.70,130.25,No
2229-DPMBI,8,19.50,162.15,No
4526-RMTLL,8,76.15,645.80,No
2005-DWQZJ,8,19.05,201.70,No
8148-WOCMK,8,19.60,125.00,No
8792-AOROI,8,65.50,564.35,No
7234-FECYN,8,101.35,780.50,Yes
5568-DMXZS,8,65.45,554.45,No
3585-ISXZP,8,95.65,778.10,Yes
9191-MYQKX,7,75.15,496.90,Yes
6497-TILVL,7,50.70,350.35,No
3874-EQOEP,7,95.00,655.50,Yes
2070-FNEXE,7,76.45,503.60,Yes
0122-OAHPZ,7,73.85,511.25,Yes
4115-NZRKS,7,89.15,574.35,No
5605-IYGFG,7,69.85,515.45,No
3811-VBYBZ,7,99.80,673.25,Yes
4431-EDMIQ,7,75.70,554.05,No
3701-SFMUH,7,69.70,516.15,No
7319-VENRZ,7,64.30,445.95,No
4059-IIEBK,7,78.55,522.95,No
1009-IRMNA,7,20.00,137.60,Yes
1410-RSCMR,7,71.35,515.75,No
3643-AHCFP,7,95.60,644.35,Yes
2123-AGEEN,7,84.35,609.65,No
2826-DXLQO,7,29.80,220.45,No
4541-RMRLG,7,19.25,112.30,Yes
8357-EQXFO,7,95.35,660.90,Yes
0655-RBDUG,7,98.05,713.00,Yes
4646-QZXTF,7,81.25,580.10,No
0927-LCSMG,7,74.65,544.55,Yes
4320-QMLLA,7,54.85,370.40,No
1579-KLYDT,7,90.45,593.45,Yes
4291-SHSBH,7,69.55,521.35,No
2026-TGDHM,7,79.30,523.15,Yes
9134-CEQMF,7,89.50,676.70,Yes
9788-YTFGE,7,19.95,147.50,No
3012-VFFMN,7,20.65,158.95,No
7905-NJMXS,7,64.20,475.00,No
8259-NFJTV,7,34.65,246.60,No
1205-WNWPJ,7,59.50,415.95,Yes
7351-KYHQH,7,64.95,493.65,No
2351-RRBUE,7,20.65,134.05,No
0999-QXNSA,7,45.75,344.20,No
0274-JKUJR,7,58.85,465.70,No
8887-IPQNC,7,44.25,313.45,No
7492-TAFJD,7,38.55,280.00,No
2272-UOINI,7,78.50,571.05,No
3750-YHRYO,7,20.65,150.00,No
5445-UTODQ,7,81.10,576.65,Yes
3546-GHEAE,7,19.45,165.35,No
2550-QHZGP,7,19.50,128.60,No
4958-GZWIY,7,48.70,340.25,Yes
8160-HOWOX,7,66.85,458.10,No
8699-ASUFO,7,74.40,527.90,Yes
5931-FLJJF,7,70.10,467.55,Yes
4285-GYRQC,7,86.25,587.10,Yes
0015-UOCOJ,7,48.20,340.35,No
7021-XSNYE,7,49.65,305.55,No
0567-GGCAC,7,61.40,438.90,No
2205-YMZZJ,7,84.80,546.95,Yes
1475-VWVDO,7,74.90,490.55,No
0722-SVSFK,7,100.40,715.00,No
8325-QRPZR,7,75.15,525.00,No
4323-SADQS,7,34.50,279.25,Yes
6861-XWTWQ,7,99.25,665.45,Yes
8128-YVJRG,7,79.65,604.70,Yes
7629-WIXZF,7,59.10,369.25,No
8295-FHIVV,7,19.40,168.65,No
5533-NHFRF,7,44.40,265.80,No
1015-JPFYW,7,19.45,136.75,No
5027-QPKTE,7,69.35,451.10,Yes
7410-YTJIK,7,75.45,480.75,Yes
4626-GYCZP,7,93.85,635.60,Yes
4013-UBXWQ,7,74.65,521.10,Yes
0750-EKNGL,7,20.75,141.10,No
0840-DFEZH,7,75.35,564.65,No
3530-CRZSB,7,20.65,155.90,No
3834-XUIFC,7,85.20,602.55,Yes
1077-HUUJM,7,71.05,472.65,No
4452-QIIEB,7,43.90,278.40,No
2259-OUUSZ,7,35.50,249.55,No
2645-QTLMB,7,94.25,669.00,Yes
7479-NITWS,7,89.35,631.85,Yes
5816-SCGFC,7,51.30,419.35,No
4797-MIWUM,7,20.25,174.70,No
8972-HJWNV,7,84.55,646.85,Yes
2969-WGHQO,7,69.45,477.05,No
1329-VHWNP,7,25.05,189.95,No
8161-QYMTT,7,94.10,701.30,No
1196-AMORA,7,73.60,520.00,Yes
1919-RTPQD,7,44.75,333.65,No
0187-QSXOE,7,89.00,605.45,No
4291-YZODP,7,20.05,96.80,No
9027-YFHQJ,7,25.05,152.95,No
2187-LZGPL,7,40.10,293.30,Yes
0958-YHXGP,7,69.90,497.30,No
6671-NGWON,7,20.35,150.60,No
5215-LNLDJ,7,24.70,149.05,No
8242-JSVBO,7,44.65,322.50,No
6711-FLDFB,7,74.90,541.15,Yes
1386-ZIKUV,7,18.95,130.55,No
4732-RRJZC,7,20.25,144.35,No
3070-DVEYC,7,73.75,545.15,Yes
8993-IZEUX,7,69.15,488.65,No
1355-KUSBG,7,48.80,349.80,No
2320-YKQBO,7,19.30,144.95,No
2673-ZALNP,7,19.90,173.15,No
9795-VOWON,7,24.35,150.85,No
0909-SDHNU,7,29.80,201.95,No
7912-SYRQT,7,75.10,552.95,Yes
1848-LBZHY,7,50.30,355.10,No
8314-HTWVE,7,19.85,144.15,No
6502-HCJTI,7,94.70,673.10,Yes
5774-XZTQC,7,20.45,150.75,No
1383-EZRWL,7,20.05,164.85,Yes
8563-IIOXK,7,49.75,331.30,Yes
6135-OZQVA,7,53.65,404.35,No
0947-IDHRQ,7,80.30,526.70,Yes
4060-LDNLU,7,96.20,639.70,No
2207-OBZNX,7,51.00,354.05,Yes
6437-UKHMV,7,79.70,586.05,Yes
5044-LRQAQ,7,69.20,477.55,No
3799-ISUZQ,7,69.95,529.50,Yes
9334-GWGOW,7,74.85,485.25,No
7638-QVMVY,7,79.00,522.95,Yes
2077-MPJQO,7,75.40,533.05,No
1976-AZZPJ,7,34.20,256.60,No
1522-VVDMG,7,89.75,608.80,Yes
7353-YOWFP,7,20.25,129.15,No
1397-XKKWR,7,35.30,264.80,No
4343-EJVQB,7,74.35,533.60,No
2575-GFSOE,7,69.00,506.90,Yes
5309-TAIKL,7,62.80,418.30,No
8884-ADFVN,7,101.95,700.85,Yes
9210-IAHGH,7,70.75,450.80,Yes
9979-RGMZT,7,94.05,633.45,No
1925-TIBLE,7,86.50,582.50,Yes
6258-NGCNG,7,23.50,173.00,No
9451-LPGOO,7,86.80,620.35,Yes
2928-HLDBA,6,20.70,112.75,No
3077-RSNTJ,6,19.70,113.50,No
2472-OVKUP,6,91.00,531.00,Yes
0314-TKOSI,6,55.15,322.90,No
4847-TAJYI,6,89.35,567.80,No
4719-UMSIY,6,19.65,100.90,No
4636-QRJKY,6,80.50,502.85,Yes
4257-GAESD,6,45.00,298.70,No
3138-BKYAV,6,85.35,489.45,Yes
3908-BLSYF,6,83.90,497.55,Yes
6400-BWQKW,6,79.05,434.50,Yes
1641-BYBTK,6,20.20,98.35,No
3992-YWPKO,6,109.90,669.45,Yes
5027-XWQHA,6,44.75,270.95,Yes
6806-YDEUL,6,19.50,106.80,No
9957-YODKZ,6,80.80,457.10,No
2720-FVBQP,6,48.95,273.25,No
3283-WCWXT,6,25.40,153.30,No
2587-YNLES,6,20.10,100.35,No
7554-AKDQF,6,45.65,323.45,No
9575-IWCAZ,6,25.10,171.00,No
1345-GKDZZ,6,19.55,128.60,No
2506-CLAKW,6,98.15,567.45,Yes
7623-HKYRK,6,19.70,111.65,No
6164-HXUGH,6,19.85,119.30,No
8622-ZLFKO,6,90.75,512.25,No
7593-JNWRU,6,44.60,260.80,Yes
9375-MHRRS,6,50.05,288.35,No
2672-HUYVI,6,91.10,455.30,Yes
6505-OZNPG,6,63.40,348.80,No
1658-TJVOA,6,74.10,450.90,No
7742-MYPGI,6,48.80,297.35,No
7005-CCBKV,6,84.40,556.35,Yes
7351-MHQVU,6,50.95,307.60,No
4250-FDVOU,6,56.25,389.10,Yes
7968-QUXNS,6,18.95,110.15,No
6972-SNKKW,6,20.00,109.20,No
9620-ENEJV,6,70.55,433.95,No
8185-UPYBR,6,75.50,438.00,Yes
0895-LNKRC,6,19.45,113.50,No
3144-AUDBS,6,49.15,270.80,Yes
3453-RTHJQ,6,69.10,435.00,No
6137-NICCO,6,94.05,518.75,No
9025-AOMKI,6,93.55,536.40,Yes
4505-EXZHB,6,74.40,434.10,Yes
4587-VVTOX,6,105.30,545.20,Yes
6624-JDRDS,6,29.45,161.45,No
9780-FKVVF,6,59.15,336.70,No
3724-UCSHY,6,19.55,122.90,No
4229-CZMLL,6,74.90,469.80,Yes
9741-YLNTD,6,87.95,522.35,No
3683-QKIUE,6,50.80,288.05,Yes
5955-EPOAZ,6,20.95,109.50,No
0096-BXERS,6,50.35,314.55,No
8417-FMLZI,6,83.55,477.55,Yes
7787-BNTZM,6,20.15,130.50,No
3440-JPSCL,6,99.95,547.65,Yes
0311-QYWSS,6,49.45,314.60,No
5760-FXFVO,6,78.95,494.95,No
7816-VGHTO,6,40.55,217.50,No
7762-ONLJY,6,19.70,94.45,No
9239-ZBZZV,6,47.95,305.10,Yes
4647-XXZAM,6,45.50,285.20,No
5600-PDUJF,6,49.50,312.70,No
9150-KPBJQ,6,19.65,116.85,No
7326-RIGQZ,6,69.80,377.85,No
6101-IMRMM,6,94.50,575.45,Yes
2606-RMDHZ,6,30.50,208.70,Yes
8780-IXSTS,6,90.10,521.30,Yes
0345-HKJVM,6,89.30,577.60,Yes
8053-WWDRO,6,19.50,146.30,Yes
1213-NGCUN,6,49.65,267.35,Yes
8124-NZVGJ,6,49.25,255.60,No
2379-ENZGV,6,84.85,523.50,Yes
9970-QBCDA,6,19.70,129.55,No
2676-OXPPQ,6,55.70,335.65,No
0196-VULGZ,6,84.35,474.90,Yes
9152-AMKAK,6,80.25,493.40,No
1222-LRYKO,6,26.35,184.05,No
6490-FGZAT,6,20.65,109.30,No
4369-HTUIF,6,85.15,503.60,Yes
9840-DVNDC,6,80.50,463.05,Yes
8132-YPVBX,6,85.95,514.60,No
2862-JVEOY,6,19.15,124.40,No
0856-NAOES,6,60.90,414.10,No
8035-PWSEV,6,89.25,487.05,No
1356-MKYSK,6,78.65,483.30,No
3462-BJQQA,6,89.75,552.65,No
3727-RJMEO,6,82.85,460.25,Yes
6599-SFQVE,6,55.00,340.40,No
6218-KNUBD,6,59.45,357.60,No
3258-SANFR,6,44.70,276.50,No
2446-BEGGB,6,98.25,560.60,Yes
7435-ZNUYY,6,20.60,116.60,No
8873-GLDMH,6,73.85,401.30,No
2079-FBMZK,6,69.25,418.40,Yes
9644-UMGQA,6,49.15,295.65,No
7196-LIWRH,6,19.55,124.45,No
9332-GYWLO,6,54.85,355.10,No
7551-DACSP,6,55.30,324.25,Yes
0661-KQHNK,6,19.00,105.50,No
3319-DWOEP,6,95.75,573.75,Yes
4020-KIUDI,6,19.85,138.85,No
5850-BDWCY,6,20.20,123.65,No
2030-BTZRO,6,20.40,107.60,No
5868-YWPDW,6,84.20,519.15,Yes
6229-LSCKB,6,79.70,497.60,No
2990-HWIML,6,89.50,573.30,Yes
5876-HZVZM,6,55.90,365.35,Yes
2235-DWLJU,6,44.40,263.05,No
6047-YHPVI,5,69.70,316.90,Yes
0278-YXOOG,5,21.05,113.85,Yes
6180-YBIQI,5,24.30,100.20,No
6432-TWQLB,5,85.40,401.10,Yes
4130-MZLCC,5,50.55,244.75,No
2799-ARNLO,5,69.35,341.60,No
7563-BIUPC,5,80.60,415.55,Yes
9294-TDIPC,5,20.20,83.75,No
1010-DIAUQ,5,96.50,492.55,Yes
2233-FAGXV,5,24.30,132.25,No
0306-JAELE,5,96.10,453.40,Yes
6235-VDHOM,5,28.45,131.05,Yes
5956-VKDTT,5,74.35,334.80,Yes
6705-LXORM,5,70.05,302.60,No
8752-IMQOS,5,20.10,85.10,No
6786-OBWQR,5,80.85,356.10,No
6621-YOBKI,5,20.35,92.75,No
1635-FJFCC,5,44.05,202.15,No
5842-POCOP,5,88.90,454.15,Yes
7521-AFHAB,5,44.80,220.45,No
4785-NKHCX,5,20.05,94.15,No
0295-QVKPB,5,63.95,318.10,No
7905-TVXTA,5,64.35,352.65,No
2732-ISEZX,5,20.50,104.30,No
8242-SOQUO,5,84.70,392.50,No
5669-SRAIP,5,39.50,210.75,Yes
6941-PMGEP,5,80.00,412.50,Yes
6921-OZMFH,5,55.70,259.40,No
7129-ACFOG,5,53.80,283.95,No
1257-SXUXQ,5,19.45,86.05,No
6198-ZFIOJ,5,75.60,402.50,No
3164-AALRN,5,70.00,347.40,Yes
0506-LVNGN,5,75.55,349.65,Yes
2952-QAYZF,5,85.30,424.15,Yes
1925-GMVBW,5,20.55,96.10,No
0330-IVZHA,5,69.95,330.15,Yes
2058-DCJBE,5,69.75,324.60,Yes
6435-SRWBJ,5,82.75,417.75,No
6689-TCZHQ,5,78.95,378.40,Yes
6637-KYRCV,5,30.50,167.20,No
5882-CMAZQ,5,34.25,163.55,No
3977-QCRSL,5,20.15,117.95,No
0224-HJAPT,5,47.15,223.15,Yes
3074-GQWYX,5,75.90,357.75,Yes
4795-KTRTH,5,81.00,371.65,Yes
5349-AZPEW,5,25.05,125.50,No
7802-EFKNY,5,24.95,100.40,Yes
7311-MQJCH,5,19.55,99.60,No
3420-ZDBMA,5,71.45,371.60,No
2135-DQWAQ,5,85.30,420.45,No
3113-IWHLC,5,55.80,274.35,No
8739-XNIKG,5,84.00,424.75,No
6734-GMPVK,5,105.30,550.60,No
7548-SEPYI,5,96.25,512.45,Yes
8481-YYXWG,5,89.35,461.70,Yes
8250-ZNGGW,5,59.90,287.85,No
1569-TTNYJ,5,78.75,412.10,Yes
3387-VATUS,5,94.85,462.80,Yes
1724-BQUHA,5,89.50,477.70,Yes
2439-QKJUL,5,20.25,109.80,No
2815-CPTUL,5,70.25,331.90,Yes
6377-KSLXC,5,19.95,107.05,No
8740-XLHDR,5,43.25,219.00,Yes
0876-WDUUZ,5,85.40,425.90,Yes
0516-WJVXC,5,54.20,308.25,Yes
0867-LDTTC,5,75.15,392.65,No
2739-CCZMB,5,20.35,122.00,No
4236-XPXAV,5,99.15,465.05,Yes
3694-GLTJM,5,19.65,92.05,No
3717-FDJFU,5,20.45,106.90,No
7284-BUYEC,5,50.95,229.40,No
2041-JIJCI,5,64.00,370.25,No
6015-VVHHE,5,83.15,446.05,Yes
8414-MYSHR,5,91.40,449.75,Yes
9026-RNUJS,5,50.35,237.25,Yes
1624-NALOJ,5,89.80,502.60,Yes
8722-NGNBH,5,40.00,223.45,Yes
8601-QACRS,5,50.60,249.95,Yes
1814-DKOLC,5,25.45,134.75,No
3675-EQOZA,5,20.65,93.55,No
4324-AHJKS,5,55.80,300.40,No
4256-ZWTZI,5,51.00,286.80,No
5404-GGUKR,5,51.35,262.30,No
0495-ZBNGW,5,79.90,343.95,Yes
4395-PZMSN,5,85.55,408.50,No
6715-OFDBP,5,70.05,346.40,Yes
9708-HPXWZ,5,45.40,214.75,No
4468-YDOVK,5,48.65,235.20,No
2462-XIIJB,5,92.50,452.70,Yes
2369-UAPKZ,5,104.10,541.90,Yes
6633-MPWBS,5,49.20,216.90,Yes
0018-NYROU,5,68.95,351.50,No
6175-IRFIT,5,78.75,426.35,No
5380-AFSSK,5,93.90,486.85,Yes
7330-WZLNC,5,90.80,455.50,Yes
3669-LVWZB,5,51.00,305.95,Yes
4140-WJAWW,5,19.85,108.05,Yes
6034-YMTOB,5,75.65,399.45,No
0303-WMMRN,5,19.25,86.05,No
8485-GJCDN,5,69.05,318.50,Yes
3317-HRTNN,5,45.70,198.00,Yes
2690-DVRVK,5,20.55,99.45,No
4919-IKATY,5,84.50,453.75,Yes
9095-HFAFX,5,81.00,389.60,Yes
6060-DRTNL,5,84.85,415.55,Yes
1809-DMJHQ,5,46.00,221.70,Yes
6918-UMQCG,5,80.20,384.25,No
5399-ZIMKF,5,74.65,383.65,No
9761-XUJWD,5,65.60,339.90,No
4548-SDBKE,5,85.20,474.80,Yes
4143-OOBWZ,5,81.30,416.30,Yes
0568-ONFPC,5,25.90,135.00,Yes
4192-GORJT,5,94.45,498.10,Yes
4853-OITSN,5,89.15,413.25,No
5685-IIXLY,5,83.60,404.20,Yes
4482-FTFFX,5,56.15,291.45,No
3363-EWLGO,5,19.95,109.60,No
0870-VEMYL,5,53.85,259.80,Yes
4903-UYAVB,5,19.35,126.05,Yes
6458-CYIDZ,5,80.70,374.80,No
4439-JMPMT,5,85.75,470.95,Yes
9681-OXGVC,5,100.50,514.00,Yes
9250-WYPLL,5,75.55,413.65,Yes
9389-ACWBI,5,69.95,320.40,No
2100-BDNSN,5,67.95,350.30,Yes
2159-TURXX,5,20.05,95.55,No
9696-RMYBA,5,80.10,398.55,No
4566-NECEV,5,96.55,500.10,No
8212-DJRCH,5,90.35,434.50,No
8217-QYOHV,5,55.75,266.95,No
4710-NKCAW,5,64.40,316.90,No
7693-LCKZL,5,80.15,385.00,Yes
2075-RMJIK,5,49.40,232.55,No
7219-TLZHO,4,20.85,62.90,No
3376-BMGFE,4,70.90,273.00,Yes
9408-SSNVZ,4,70.15,268.35,Yes
0742-MOABM,4,50.05,179.35,Yes
0221-WMXNQ,4,75.35,273.40,No
8098-LLAZX,4,95.45,396.10,Yes
8266-VBFQL,4,90.40,356.65,No
0219-YTZUE,4,84.80,371.90,Yes
0880-TKATG,4,101.15,385.90,Yes
2865-TCHJW,4,89.20,346.20,Yes
5172-MIGPM,4,65.55,237.20,No
5650-VDUDS,4,24.25,96.05,Yes
3859-CVCET,4,45.65,191.05,Yes
1456-TWCGB,4,49.25,208.45,No
4952-YSOGZ,4,85.95,381.30,Yes
9231-ZJYAM,4,78.85,292.80,Yes
3671-SHRSP,4,80.60,319.15,Yes
5543-QDCRY,4,56.40,234.85,No
4750-ZRXIU,4,84.60,360.10,Yes
6630-UJZMY,4,83.25,308.05,No
6231-WFGFH,4,20.50,77.60,No
8388-FYNPZ,4,56.75,245.15,No
1374-DMZUI,4,94.30,424.45,Yes
8120-JDCAM,4,69.55,284.90,No
3748-FVMZZ,4,40.05,162.45,No
9763-PDTKK,4,94.40,387.20,Yes
1251-STYSZ,4,80.25,303.70,No
0031-PVLZI,4,20.35,76.35,Yes
3249-ZPQRG,4,78.45,330.05,Yes
2568-BRGYX,4,70.20,237.95,Yes
8714-CTZJW,4,82.85,319.60,No
5419-CONWX,4,99.80,442.85,Yes
2951-QOQTK,4,80.80,332.45,Yes
4763-PGDPO,4,70.40,281.00,Yes
5071-FBJFS,4,50.30,217.10,No
3223-DWFIO,4,69.35,261.65,No
0620-XEFWH,4,18.85,84.20,No
0793-TWELN,4,80.15,319.85,No
8640-SDGKB,4,74.40,299.70,Yes
5687-DKDTV,4,20.35,77.50,Yes
9350-ZXYJC,4,25.30,116.95,No
1636-NTNCO,4,50.95,207.35,No
0754-EEBDC,4,19.90,76.65,No
9430-FRQOC,4,87.10,341.45,Yes
3806-DXQOM,4,33.65,137.85,Yes
2038-OEQZH,4,86.05,308.10,No
3496-LFSZU,4,70.50,294.20,No
7488-MXJIV,4,85.65,321.65,Yes
9367-OIUXP,4,20.70,73.05,No
3097-PYWXL,4,19.95,82.90,No
7874-ECPQJ,4,20.05,85.50,No
3694-DELSO,4,38.55,156.10,No
1197-BVMVG,4,74.45,294.45,No
2636-OHFMN,4,48.55,201.00,Yes
7878-JGDKK,4,44.55,220.75,No
5702-SKUOB,4,19.60,93.45,No
9565-DJPIB,4,89.60,365.65,Yes
1855-CFULU,4,20.05,91.45,No
2608-BHKFN,4,70.05,266.90,Yes
7341-LXCAF,4,74.65,301.40,Yes
9462-MJUAW,4,50.40,206.60,Yes
9929-PLVPA,4,20.40,94.50,No
2495-INZWQ,4,44.55,174.30,Yes
7295-JOMMD,4,98.10,396.30,Yes
3904-UKFRE,4,80.10,336.15,No
1575-KRZZE,4,55.20,220.65,No
1215-VFYVK,4,48.25,202.25,No
2265-CYWIV,4,99.60,347.65,Yes
1564-HJUVY,4,63.75,226.20,No
3345-JHUEO,4,20.20,55.70,No
2674-MIAHT,4,80.30,324.20,No
2141-RRYGO,4,68.65,261.25,Yes
6376-GAHQE,4,77.85,299.20,Yes
8189-DUKMV,4,20.50,79.05,No
5222-JCXZT,4,19.00,78.90,No
2919-HBCJO,4,76.65,333.60,Yes
0581-BXBUB,4,72.75,317.75,No
0928-JMXNP,4,29.90,118.25,No
4132-KALRO,4,100.85,399.25,No
4210-QFJMF,4,79.15,317.25,Yes
7075-BNDVQ,4,35.00,135.75,No
1336-EZFZY,4,20.05,83.30,No
7786-WBJYI,4,77.95,305.55,Yes
0697-ZMSWS,4,85.65,338.90,Yes
2235-ZGKPT,4,50.85,239.55,Yes
4585-HETAI,4,73.75,325.45,Yes
7234-KMNRQ,4,19.00,73.45,No
4951-UKAAQ,4,88.95,355.20,Yes
9618-LFJRU,4,20.45,82.85,No
2108-YKQTY,4,50.70,151.30,Yes
5949-EBSQK,4,61.45,229.55,Yes
2831-EBWRN,4,45.90,199.75,No
8229-TNIQA,4,45.30,196.95,Yes
7339-POGZN,4,50.70,214.55,No
4558-CGYCZ,4,19.75,78.30,No
9986-BONCE,4,20.95,85.50,Yes
6257-RJOHI,4,50.80,202.30,No
2391-SOORI,4,49.35,219.65,Yes
1548-ARAGG,4,58.50,224.85,No
8443-ZRDBZ,4,76.05,318.90,Yes
2959-MJHIC,4,80.35,307.40,Yes
6402-EJMWF,4,55.30,238.50,No
2656-TABEH,4,100.20,420.20,Yes
3932-CMDTD,4,105.65,443.90,Yes
0004-TLHLJ,4,73.90,280.85,Yes
9348-YVOMK,4,44.80,176.20,No
5712-VBOXD,4,20.15,68.45,No
5261-QSHQM,4,24.45,86.60,Yes
1731-TVIUK,4,93.50,362.20,Yes
2984-MIIZL,4,74.80,321.90,Yes
4228-ZGYUW,4,90.05,368.10,Yes
7044-YAACC,4,70.20,280.35,No
2277-VWCNI,4,48.75,179.85,No
4749-OJKQU,4,75.65,302.35,No
8410-BGQXN,4,19.40,93.40,No
4806-KEXQR,4,79.90,324.30,Yes
4116-IQRFR,4,24.10,73.10,No
8746-OQQRW,4,25.25,101.90,No
6350-XFYGW,4,94.75,422.40,No
7396-VJUZB,4,45.25,155.35,No
0722-TROQR,4,74.90,321.75,Yes
5729-KLZAR,4,80.85,302.75,Yes
5542-DHSXL,4,54.70,235.05,No
5175-AOBHI,4,46.00,193.60,Yes
8404-GFGCZ,4,65.60,250.10,No
1565-RHDJD,4,84.05,333.55,Yes
2718-GAXQD,4,46.00,181.60,Yes
9842-EFSYY,4,57.20,223.75,No
2626-URJFX,4,50.90,225.60,Yes
2612-RRIDN,4,81.00,340.85,Yes
3446-QDSZF,4,55.50,227.35,No
6892-EZDTG,4,91.65,365.40,Yes
1602-IJQQE,4,75.35,338.10,Yes
2480-SQIOB,4,44.80,169.65,No
2495-TTHBQ,4,20.40,84.75,No
8313-KTIHG,4,61.30,249.40,No
3137-LUPIX,4,64.40,253.00,No
8676-OOQEJ,4,30.50,118.40,No
6923-EFPNL,4,51.75,201.10,Yes
7880-XSOJX,4,42.40,146.40,No
4397-FRLTA,4,20.15,84.50,No
7228-OMTPN,4,88.45,370.65,Yes
4396-KLSEH,4,19.85,63.00,No
6469-QJKZW,4,20.15,91.40,No
6260-XLACS,4,19.70,117.80,No
5619-XZZKR,4,19.95,68.20,No
6108-OQZDQ,4,97.95,384.50,Yes
4815-GBTCD,4,25.15,99.95,No
5144-PQCDZ,4,19.95,59.25,No
4430-YHXGG,4,25.45,84.20,No
5167-GBFRE,4,25.20,102.50,Yes
9714-EDSUC,4,94.90,360.55,No
0690-SRQID,4,19.65,67.55,No
7356-AYNJP,4,23.90,97.50,No
0644-OQMDK,4,70.65,293.85,No
8650-RHRKE,4,29.65,118.50,Yes
1260-TTRXI,4,54.30,195.30,Yes
8111-RKSPX,4,72.20,305.55,Yes
1354-YZFNB,4,19.55,68.80,No
8752-STIVR,4,79.00,303.15,Yes
6368-TZZDT,4,19.50,96.85,No
0702-PGIBZ,4,101.70,364.55,Yes
5339-PXDVH,4,90.65,367.95,No
9626-WEQRM,4,29.15,110.05,No
6994-KERXL,4,55.90,238.50,No
8976-OQHGT,4,56.50,235.10,Yes
5295-PCJOO,4,49.40,184.40,Yes
3855-ONCAR,4,78.90,299.75,No
9274-CNFMO,4,74.95,308.70,Yes
7009-LGECI,4,50.55,235.65,No
7976-CICYS,4,20.70,83.75,No
1273-MTETI,4,88.85,372.45,Yes
7853-OETYL,4,29.05,129.60,No
8083-YTZES,4,74.35,265.35,Yes
5482-NUPNA,4,60.40,272.15,Yes
8361-LTMKD,4,74.40,306.60,Yes
5122-CYFXA,3,75.30,244.10,No
5630-AHZIL,3,64.50,177.40,No
3071-VBYPO,3,89.85,248.40,No
0404-SWRVG,3,74.40,229.55,Yes
6837-BJYDQ,3,19.60,61.35,No
8167-GJLRN,3,30.40,82.15,No
7273-TEFQD,3,41.15,132.20,Yes
0334-GDDSO,3,81.35,233.70,Yes
7343-EOBEU,3,23.60,89.05,No
2393-DIVAI,3,20.00,61.70,No
9576-ANLXO,3,69.55,222.30,Yes
2800-VEQXM,3,74.75,238.10,No
5760-IFJOZ,3,107.95,313.60,No
4957-TREIR,3,64.40,195.65,No
2276-YDAVZ,3,75.10,270.70,Yes
5896-NPFWW,3,50.15,168.15,Yes
1589-AGTLK,3,45.35,141.50,Yes
3966-HRMZA,3,75.05,202.90,No
0030-FNXPP,3,19.85,57.20,No
7379-POKDZ,3,70.30,208.85,Yes
9505-SQFSW,3,40.30,92.50,No
9944-HKVVB,3,95.10,307.40,Yes
0323-XWWTN,3,26.40,121.25,No
3050-GBUSH,3,34.80,113.95,No
7074-IEVOJ,3,79.40,205.05,Yes
6680-WKXRZ,3,74.40,215.80,Yes
7764-BDPEE,3,20.85,60.65,No
0929-HYQEW,3,50.15,160.85,No
4184-TJFAN,3,88.30,273.75,Yes
4026-SKKHW,3,50.25,152.30,No
0455-XFASS,3,69.55,200.20,No
8824-RWFXJ,3,56.15,168.15,Yes
0411-EZJZE,3,60.25,170.50,No
4086-YQSNZ,3,80.40,224.05,Yes
3916-NRPAP,3,85.70,256.75,No
6077-BDPXA,3,70.15,194.20,No
9897-KXHCM,3,80.30,250.05,Yes
5835-BEQEU,3,76.95,228.40,Yes
0319-QZTCO,3,58.70,168.60,No
9277-JOOMO,3,24.60,86.35,No
9269-CQOOL,3,54.70,169.45,Yes
7521-YXVZY,3,19.95,58.30,No
